avg_backers_per_pledge_tier,avg_pledge_amount_per_backer,campaign_end_date,campaign_start_date,category,city,description,description_length,dict_pledge_tier_backer,featured_project,full_desc_len,funding_currency,funding_goal,funding_percentage,funding_raised,num_backers,num_comments,num_created_by_owner,num_faqs,num_pledge_backers,num_pledge_tiers,num_updates,owner,project_img,project_video,state,status,title
6.58,29.95,2019-02-17,2019-01-18,Art,Miami,A set of enamel pins inspired by and intended to celebrate the marvelous heroines of comic books.,97,"{4: 8, 7: 6, 9: 43, 14: 6, 16: 58, 21: 6, 24: 44, 28: 6, 32: 8, 34: 6, 36: 11, 38: 3, 40: 4, 42: 3, 44: 1, 48: 3, 54: 3, 56: 1, 60: 3, 63: 0, 66: 2, 70: 1, 72: 2, 77: 2, 78: 2, 84: 4, 91: 0, 98: 0, 105: 0, 112: 0, 119: 0, 126: 0, 130: 0, 134: 0, 138: 1}",0,2529,$,700,1022.43,7157,239,8,1,0,237,36,22,Rosi G.,39,0,FL,Funding Successful,Marvelous Women | Hard Enamel Pins
0.5,254.2,2019-02-16,2018-12-18,Spaces,Spokane,A unique and rustic Bed and Breakfast!,38,"{10: 1, 25: 2, 50: 0, 250: 0, 300: 0, 550: 0, 650: 0, 1: 1}",0,2285,$,500000,0.25,1271,5,0,First created,0,4,8,1,Zatara Mae Hale,1,0,WA,Funding Unsuccessful,Wildberry Bed and Breakfast
0.25,73.0,2019-02-18,2019-01-19,Fiction,Ensenada,"Libro de Ciencia Ficción, ""Sueños Líquidos"".",44,"{50: 1, 200: 0, 800: 0, 1: 0}",0,4732,MX$,60000,0.36,219,3,0,First created,0,1,4,0,Edgar Menchaca,2,1,Mexico,Funding Unsuccessful,Que mí primer libro este a tu alcance y puedas disfrutarlo.
12.82,24.7,2019-02-16,2019-01-24,Art,London,A book about 50 real stories of amazing women who belong to Pakistan and have achieved something extraordinary.,111,"{2: 3, 5: 5, 7: 0, 12: 2, 15: 78, 20: 28, 22: 16, 60: 1, 100: 2, 130: 4, 200: 2}",1,6790,£,2000,182.8,3656,148,2,1,0,141,11,4,Maliha's Art,14,2,UK,Funding Successful,Pakistan for Women: Stories of extraordinary women.
0.6,7.75,2019-02-19,2019-02-11,Comics,Eugene,"Valentines Day and Singles Awareness Day Cameos for my latest Erotic Graphic Novel, Autonomous Dildo.",101,"{10: 3, 35: 0, 80: 0, 100: 0, 150: 0}",0,426,$,350,8.86,31,4,0,14,0,3,5,4,Kyle Jacobs [Root.],2,1,OR,Funding Unsuccessful,Autonomous Dildo: A NSFW Reverse Harem Graphic Novel [CAMEO]
467.0,108.9,2019-02-18,2019-01-29,Tabletop Games,Atlanta,"Delve into the dungeon, vanquish the monsters, backstab your buddies, and grab the loot! Munchkin comes alive with amazing miniatures!",134,"{60: 930, 90: 4}",0,2856,$,200000,350.81,701617,6443,5519,1,8,934,2,36,CMON,64,1,GA,Funding Successful,Munchkin Dungeon
6.25,52.17,2019-02-19,2019-02-02,Comics,Monterey,"A Sci-Fi serial featuring adventurer Kit Warning in pursuit of the galactic pirate, Nacht",89,"{5: 3, 20: 11, 40: 9, 250: 2}",0,1235,$,1450,104.34,1513,29,0,1,0,25,4,6,Sean Eike,5,0,CA,Funding Successful,Print 500 copies of Kit Warning #1
69.0,18.73,2019-02-18,2019-02-03,Tabletop Games,Nottingham,Four Characters for fantasy gaming and painting,47,"{6: 37, 20: 308}",0,1573,£,300,2184.67,6554,350,50,1,0,345,5,6,Lewis Collins,8,0,UK,Funding Successful,The Fantasy Four
0.4,12.0,2019-02-11,2018-12-28,Illustration,Dallas,This time we have Jason Funderburker from over the garden wall on the enamel pin making docket!,95,"{1: 0, 5: 0, 10: 0, 15: 1, 20: 1}",0,572,$,350,10.29,36,3,0,2,0,2,5,0,KissedByFire33,1,0,TX,Funding Unsuccessful,Jason Funderberker Over The Garden Wall Anime Enamel Pin
1.3,89.6,2019-02-16,2019-01-25,Shorts,Omaha,The Story of Anthony Brenner - A man who fell short of his goals and is cast aside as he tries to get a foothold in a collapsing world.,135,"{5: 4, 25: 5, 50: 2, 100: 1, 200: 0, 300: 0, 400: 1, 500: 0, 1: 0}",0,2055,$,1776,100.9,1792,20,4,1,2,13,10,13,Danny Machado,7,2,NE,Funding Successful,CHIT
16.5,4.14,2019-02-19,2019-01-29,Poetry,Fort Worth,"Let me frame your world in 17 syllables. Love notes, theories on life, a frenzied slur. 

Your thoughts, my words, one dollar.",128,"{1: 26, 2: 7}",0,757,$,100,153.0,153,37,1,1,0,33,2,7,Paul C. Terbrueggen,1,0,TX,Funding Successful,Make 100: Personalized Haiku
0.0,1.0,2019-02-18,2018-12-20,Vegan,Englewood,"New Jersey is no stranger to pizza, help me be the first to open a Vegan Pizzeria in north Jersey",97,"{2: 0, 5: 0, 10: 0, 15: 0, 20: 0, 50: 0, 100: 0, 500: 0, 1: 0}",0,1328,$,10000,0.01,1,1,0,First created,0,0,9,0,Kelvi Diaz,1,0,NJ,Cancelled by Creator,"Vegan Pizzeria Bergen County, New Jersey"
1.25,40.55,2019-02-17,2019-01-18,Woodworking,West Palm Beach,"I'm making shaving brushes, pens, shaving razors, small lidded boxes, an bowls out of my trusty mahogany tree.",110,"{1: 1, 5: 0, 20: 1, 30: 3, 40: 4, 60: 1, 150: 0, 200: 0}",0,1275,$,1600,27.88,446,11,0,First created,1,10,8,4,Mitchell Adams,1,0,FL,Funding Unsuccessful,Make 100: Long Live the Mahogany - Shave Brushes & More
8.73,45.5,2019-02-19,2019-01-18,Theater,Minneapolis,"Help us Kickstart the 3rd Annual Pink & White Ball, a burlesque and cabaret fundraiser for the Planned Parenthood MN/ND/SD Action Fund!",135,"{3: 2, 10: 68, 25: 8, 50: 5, 100: 9, 300: 1, 500: 3}",0,3569,$,2000,229.75,4595,101,0,1,0,96,11,2,Elektra Cute Presents,3,0,MN,Funding Successful,Kickstart the 3rd Annual Pink & White Ball!
11.89,885.47,2019-02-16,2018-12-18,Animation,Guadalajara,Stop Motion Animation,21,"{100: 37, 250: 22, 500: 9, 750: 14, 1: 20, 2: 4, 5: 1, 10: 0, 20: 0}",1,2261,MX$,95000,117.44,111569,126,5,1,0,107,9,3,Andrea Santiago,5,1,Mexico,Funding Successful,A la Cabeza / Ahead
2.0,65.09,2019-02-16,2018-12-18,Film & Video,Miami,A young girl reckons with the trauma of being sexually assaulted at summer camp in the Florida Everglades.,106,"{10: 6, 20: 8, 50: 5, 75: 1, 100: 2, 150: 2, 200: 2, 250: 0, 300: 2, 350: 0, 400: 0, 500: 0, 700: 0, 1: 0}",1,3294,$,1500,151.87,2278,35,0,1,0,28,14,1,Kali Kahn,26,1,FL,Funding Successful,Fairchild Short Film
1.44,76.0,2019-02-16,2019-01-08,Science Fiction,Chapel Hill,A short film inspired by Rhest for the Wicked and related cyberpunk stories.,76,"{3: 1, 5: 0, 10: 2, 15: 0, 25: 3, 50: 2, 75: 0, 100: 3, 250: 2}",0,1907,$,8000,14.25,1140,15,0,First created,5,13,9,24,Robert V Aldrich,1,0,NC,Funding Unsuccessful,Rhest for the Wicked Short Film
19.0,168.33,2019-02-16,2019-01-02,Food Trucks,Minneapolis,We are being displaced from our cafe so we are taking T-Rex Cookie to the streets via a T-Rex Cookie Food Truck!,112,"{25: 40, 75: 12, 100: 59, 250: 28, 500: 7, 750: 3, 1: 1, 5: 2}",1,642,$,25000,113.12,28280,168,12,1,0,152,8,9,T-Rex Cookie Company,3,1,MN,Funding Successful,Truckin' Along With T-Rex Cookie
5.0,39.52,2019-02-18,2019-02-08,Comics,Richmond,The sixth pack of Four Color comics history cards includes some of the first movie superheroes!,95,"{15: 10, 18: 5, 38: 2, 52: 11, 150: 2}",0,783,$,1000,122.5,1225,31,0,1,0,30,6,4,Christopher Irving,2,0,VA,Funding Successful,Four Color Pack 6: The Movie Serial Heroes
1.0,28.33,2019-02-16,2019-01-17,Accessories,Sachse,The leather armband is one of the basics of leather couture. Lets upgrade it a bit and let it speak more about you.,115,"{15: 2, 25: 1, 26: 1, 46: 0, 67: 1}",0,2176,$,2500,6.8,170,6,0,2,0,5,5,2,Naughty Dog Leather,1,0,TX,Funding Unsuccessful,Piped Leather Arm and Wrist Bands
6.4,59.6,2019-02-16,2019-01-17,Technology,Floyd,Help High Schoolers Build a  22 foot skiff.,43,"{10: 9, 20: 13, 50: 3, 100: 6, 500: 1}",0,2217,$,2500,114.44,2861,48,1,1,0,32,5,6,Springhouse Community School,9,2,VA,Funding Successful,SpringShip
0.0,1.0,2019-02-16,2019-01-02,Apps,Philadelphia,My vision is to build a great sports app focusing on sports debate. Target is 35+.  Prototype is done.  Now need help with the build.,133,{1: 0},0,0,$,25000,0.0,1,1,0,First created,0,0,1,0,Paul Mosenson,0,1,PA,Funding Unsuccessful,SportsDebatable. A mobile sports app for passionate fans.
1.83,163.58,2019-02-16,2019-01-17,Webseries,Vancouver,"A fourth season of the Award-winning web series, Uwe Boll: RAW - starring Uwe Boll, director, restauranteur, doctor, father, king.",130,"{1: 2, 20: 12, 40: 1, 60: 5, 80: 0, 100: 0, 140: 0, 200: 0, 260: 0, 300: 2, 500: 0}",0,1831,$,1313,299.01,3926,24,3,1,0,22,12,10,G. Otto,1,1,Canada,Funding Successful,Uwe Boll: RAW - SEASON IV (2019-2020)
0.0,1.0,2019-02-16,2018-12-18,Young Adult,Los Angeles,A self help project inspired by real life problems unprepared millennials face every day. A testimony to the fact that you’re NOT alone,135,"{50: 0, 100: 0, 200: 0, 1: 0, 5: 0}",0,2597,$,20000,0.01,1,1,0,First created,0,0,5,0,C.D. Rowe,1,0,CA,Cancelled by Creator,F*ckin Millennials—& our lazy Ass Parents
26.0,27.81,2019-02-16,2019-01-17,Tabletop Games,Baltimore,The first of its kind chess product allowing players to use real chess pieces to interact with their favorite iPad chess application.,133,{15: 26},0,2588,$,5500,15.67,862,31,1,First created,1,26,1,4,DJ Trasatti,4,1,MD,Funding Unsuccessful,MasterPiece Chess
1.5,65.5,2019-02-18,2019-01-14,Product Design,Aliso Viejo,"SUP and Surfboard Locking system, use this device to lock your boards while you go in the store, a restaurant, camping...etc!",125,"{5: 1, 30: 5, 36: 1, 50: 1, 65: 0, 85: 0, 160: 4, 1: 0}",0,1034,$,5000,20.96,1048,16,0,First created,0,12,8,1,William Fleming,10,1,CA,Funding Unsuccessful,Surfboard and SUP Lock
16.33,25.07,2019-02-19,2019-01-28,Music,Berlin,"Wir machen seit 7 Jahren gemeinsam Musik, und nun wollen wir endlich unser Album in die Produktion geben.",105,"{7: 4, 10: 10, 15: 35}",0,1857,€,1100,123.09,1354,54,0,1,1,49,3,3,Mic Strah,1,0,Germany,Funding Successful,Pussies in Boots
41.67,34.14,2019-02-19,2019-01-15,Video Games,Utrecht,"A 2D action-adventure game, inspired by Iron-Age Europe,  including single player and couch co-op",97,"{5: 4, 12: 247, 25: 94, 50: 13, 100: 10, 300: 2, 450: 2, 1: 3}",0,10236,€,30000,43.58,13074,383,104,First created,3,375,9,8,Osarion & Mountaineer,62,1,Netherlands,Funding Unsuccessful,Unsung Warriors
5.71,18.82,2019-02-18,2019-01-19,Comic Books,Bristol,Mandy the Monster Hunter faces nightmare-entity The Spindly Man for the final time in the conclusion of this hit mini series.,125,"{1: 1, 3: 15, 7: 22, 10: 8, 12: 7, 15: 2, 20: 3, 25: 5, 26: 8, 35: 3, 55: 5, 75: 0, 170: 1}",0,9692,£,1200,130.17,1562,83,14,1,0,80,14,9,Hellbound Media,23,1,UK,Funding Successful,FINAL ISSUE Mandy the Monster Hunter: Spindly Man #4
0.88,22.0,2019-02-18,2019-01-19,Digital Art,Canberra,1.25 inches chibi enamel pins of your anime mahou shoujo waifus in cute sailor scout costumes by Lune Rune.,107,"{8: 1, 10: 2, 12: 1, 21: 2, 33: 0, 46: 0, 58: 0, 70: 1}",0,1027,$,200,88.0,176,8,0,2,0,7,8,1,Lune Rune,1,0,AU,Funding Unsuccessful,Magical Girls Madoka x Sailor Moon Enamel Pins
7.56,42.0,2019-02-18,2019-01-29,Product Design,Chino Hills,Pandi the Panda made into a series of food themed enamel pins!,62,"{11: 6, 20: 10, 22: 6, 30: 10, 33: 9, 44: 0, 55: 0, 60: 15, 66: 12}",0,1751,$,350,840.0,2940,70,8,1,0,68,9,7,Jason Ponggasam & Patty Variboa,11,0,CA,Funding Successful,Foodie Panda Enamel Pin Quickstarter
0.67,12.0,2019-02-19,2019-01-20,Video Games,Groningen,i want to make an meme related game about 2019.,47,"{10: 1, 20: 0, 25: 1}",0,670,€,5000,0.72,36,3,0,First created,0,2,3,0,Dominic Koning,1,0,Netherlands,Funding Unsuccessful,2019 Rewind
76.2,25.28,2019-02-16,2019-02-05,Tabletop Games,Astoria,"A revised and expanded edition of our zine, Miseries & Misfortunes, for Basic D&D. #zinequest4lyfe!",99,"{5: 3, 10: 49, 15: 20, 25: 309}",0,3183,$,2450,395.27,9684,383,41,1,0,381,5,11,Luke Crane,7,1,NY,Funding Successful,Miseries & Misfortunes: Les Fruits Malheureux
1.5,68.25,2019-02-19,2019-01-25,Hardware,Caen,Bluetooth 5.0 Earphones with Wireless Charge,44,"{79: 5, 149: 1, 295: 0, 700: 0}",0,2868,€,12000,4.55,546,8,3,1,0,6,4,0,Polat,23,1,France,Cancelled by Creator,Pamu™
1.5,51.12,2019-02-16,2018-12-18,Apps,Cambridge,"The world's first digitally connected, programmable backpack",60,"{39: 2, 45: 0, 55: 4, 79: 0}",0,0,$,10000,4.09,409,8,0,First created,0,6,4,0,LOOks,30,1,MA,Funding Unsuccessful,LOOks Backpack
310.25,72.94,2019-02-19,2019-01-10,Tabletop Games,Los Angeles,"A board game about competitive restaurant owning. Use your chef's power, cook recipes, and lead your restaurant to gastronomical glory.",135,"{1: 410, 49: 808, 64: 2, 100: 21}",1,513,$,30000,1019.0,305700,4191,1028,1,7,1241,4,19,Gap Closer Games,42,1,CA,Funding Successful,Rival Restaurants
8.0,37.36,2019-02-17,2019-01-03,Comics,Greenville,A collection of 3 years of autobiographical comics.,51,"{5: 2, 15: 13, 25: 3, 50: 14}",0,2307,$,1000,134.5,1345,36,0,1,0,32,4,4,Caroline Smith,8,0,SC,Funding Successful,Three Years of Monk
1.62,61.75,2019-02-19,2019-01-18,Apparel,Santa Cruz,Sustainably and Ethically handmade women's swimwear that donates to conservation.,81,"{20: 9, 72: 2, 80: 0, 144: 1, 160: 0, 300: 1, 500: 0, 1: 0}",0,5713,$,32000,3.86,1235,20,0,First created,0,13,8,0,Justine Willeford,14,1,CA,Funding Unsuccessful,Pelican House Swimwear: Ethically made to aid conservation
227.17,274.31,2019-02-19,2018-12-27,Gadgets,Hong Kong,Fast 100W Power Delivery   |  High-Res 5K Video Output   |   Super Speed Data Transfer at 10Gbps,96,"{149: 300, 195: 394, 289: 300, 429: 300, 469: 35, 589: 34}",0,1331,HK$,10000,3774.51,377451,1376,285,1,2,1363,6,12,MagaBolt,21,2,Hong Kong,Funding Successful,MagX - Ultimate Magnetic Connector+Cable for MacBook
2.67,30.28,2019-02-15,2019-01-01,Children's Books,Dallas,A picture book that demonstrates the advantages of forming good habits.,71,"{2: 0, 7: 3, 12: 0, 15: 7, 25: 5, 65: 1}",0,3624,$,500,109.0,545,18,0,1,0,16,6,2,Michelle McNeely,15,0,TX,Funding Successful,The Art To Shooting Free Throws
36.33,20.79,2019-02-19,2019-01-10,Publishing,Derbyshire,"Hope Valley Journal is a beautiful quarterly magazine celebrating people, places and nature in Derbyshire's Hope Valley.",120,"{8: 25, 15: 53, 30: 31}",1,2190,£,1800,131.67,2370,114,3,1,0,109,3,3,Kate Chappell,9,0,UK,Funding Successful,Hope Valley Journal
6.45,20.47,2019-02-19,2019-01-20,Poetry,Gifford,"Lanterne Rouge: The Last.
An anthology of poetry edited by Stella Hervey Birrell, poet in residence. Profits to St Columbas Hospice.",132,"{10: 27, 13: 18, 15: 10, 20: 7, 25: 4, 30: 3, 40: 0, 50: 1, 65: 1}",0,1524,£,1650,106.67,1760,86,0,1,0,71,11,1,Stella Hervey Birrell,2,0,UK,Funding Successful,Lanterne Rouge: The Last
3.8,66.19,2019-02-17,2019-01-18,Drama,Cornwall and Isles of Scilly,A reformed criminal must clear his name when accused of stealing from the refugee camp where he works.,102,"{10: 9, 25: 3, 50: 3, 100: 2, 250: 2}",0,4437,£,2000,105.9,2118,32,1,1,0,19,5,0,Dewy Barrow-Retallack,1,1,UK,Funding Successful,Seeking Asylum
